Superkingdom,Phylum,Class,Order,Family,Genus,Species,Name,ti,species_100_abundance_10000000_dominance_1_A10000000_R75,species_100_abundance_10000000_dominance_1_A10000000_R150,species_100_abundance_10000000_dominance_1_A10000000_R300,species_100_abundance_10000000_dominance_1_A10000000_R1000
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Mangrovibacter,Mangrovibacter yixingensis,Mangrovibacter yixingensis,1196,15,16,11,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter seifertii,Acinetobacter seifertii,58,128,70,28,14
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Anaerobacillus,Anaerobacillus isosaccharinicus,Anaerobacillus isosaccharinicus,121,3,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Conchiformibius,Conchiformibius steedae,Conchiformibius steedae,513,4,0,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Metabacillus,Metabacillus endolithicus,Metabacillus endolithicus,1242,15,15,14,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea terrae,Pandoraea terrae,1414,50,40,78,54
Bacteria,Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Terrisporobacter,Terrisporobacter mayombei,Terrisporobacter mayombei,2094,351,284,200,28
Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Turicibacteraceae,Turicibacter,Turicibacter sanguinis,Turicibacter sanguinis,2146,2,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinobacterium,Marinobacterium alkalitolerans,Marinobacterium alkalitolerans,1205,0,0,1,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Oleiagrimonas,Oleiagrimonas soli,Oleiagrimonas soli,1363,11,0,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Psychrobacillus,Psychrobacillus soli,Psychrobacillus soli,1715,20,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Rosenbergiella,Rosenbergiella collisarenosi,Rosenbergiella collisarenosi,1780,126,72,49,6
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Rosenbergiella,Rosenbergiella australiborealis,Rosenbergiella australiborealis,1779,0,1,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia ultramafica,Paraburkholderia ultramafica,1487,2,0,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus weihaiensis,Bacillus weihaiensis,247,4,6,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus oricebi,Streptococcus oricebi,2000,13,5,2,0
Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Arachnia,Arachnia rubra,Arachnia rubra,161,1,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Piscinibacter,Piscinibacter sakaiensis,Piscinibacter sakaiensis,1573,6,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Zoogloea,Zoogloea oleivorans,Zoogloea oleivorans,2250,20,3,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus toyonensis,Bacillus toyonensis,244,1148,523,802,8
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella soli,Weissella soli,2203,2,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Winslowiella,Winslowiella iniecta,Winslowiella iniecta,2207,4,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas piscis,Comamonas piscis,496,1,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia endophytica,Erwinia endophytica,756,0,0,5,14
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter pasteurii,Citrobacter pasteurii,464,13,3,0,2
Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium riegelii,Corynebacterium riegelii,584,8,0,5,0
Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium imitans,Corynebacterium imitans,555,2,0,0,0
Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Pseudoglutamicibacter,Pseudoglutamicibacter cumminsii,Pseudoglutamicibacter cumminsii,1630,9,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,NA,Thioflexithrix,Thioflexithrix psekupsensis,Thioflexithrix psekupsensis,2117,4,0,0,0
Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium namnetense,Cutibacterium namnetense,649,328,195,165,142
Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia wadei,Leptotrichia wadei,1075,16,4,1,0
Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Pseudoleptotrichia,Pseudoleptotrichia goodfellowii,Pseudoleptotrichia goodfellowii,1632,2,2,0,0
Bacteria,Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Terrisporobacter,Terrisporobacter othiniensis,Terrisporobacter othiniensis,2095,1,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya undicola,Dickeya undicola,681,1,0,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Neobacillus,Neobacillus notoginsengisoli,Neobacillus notoginsengisoli,1324,0,1054,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia tuberum,Paraburkholderia tuberum,1486,6,0,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus azizii,Streptococcus azizii,1953,5,0,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,Levilactobacillus brevis,1084,33627,34226,35532,34724
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus panodentis,Streptococcus panodentis,2005,588,530,472,652
Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Beduini,Beduini massiliensis,Beduini massiliensis,255,13,0,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helveticus,Lactobacillus helveticus,1016,2,4,3,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus hilgardii,Lentilactobacillus hilgardii,1067,1,0,1,2
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,Cedecea neteri,Cedecea neteri,434,8,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,Cedecea lapagei,Cedecea lapagei,433,6,2,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter hormaechei,Enterobacter hormaechei,723,41,32,79,66
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Budviciaceae,Leminorella,Leminorella richardii,Leminorella richardii,1063,4,8,0,0
Bacteria,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera hutchinsoni,Megasphaera hutchinsoni,1227,10,1,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Yokenella,Yokenella regensburgei,Yokenella regensburgei,2247,36,7,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,Lactiplantibacillus pentosus,Lactiplantibacillus pentosus,1000,51,55,52,16
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,1003,36695,37357,36823,37084
Bacteria,Bacillota,Bacilli,Bacillales,Sporolactobacillaceae,Sporolactobacillus,Sporolactobacillus pectinivorans,Sporolactobacillus pectinivorans,1895,3,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea pleuroti,Pantoea pleuroti,1430,5,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sacchari,Paraburkholderia sacchari,1481,1,0,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus gasseri,Lactobacillus gasseri,1014,439,463,130,400
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,Limosilactobacillus reuteri,1132,82003,83957,83892,80842
Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Planococcus,Planococcus faecalis,Planococcus faecalis,1576,0,0,4,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus acetotolerans,Lactobacillus acetotolerans,1005,62,34,28,20
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus agilis,Ligilactobacillus agilis,1103,99,45,43,36
Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium lemurum,Bifidobacterium lemurum,292,14,0,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus animalis,Ligilactobacillus animalis,1104,0,0,4,14
Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Acidihalobacter,Acidihalobacter prosperus,Acidihalobacter prosperus,17,2,0,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Loigolactobacillus,Loigolactobacillus bifermentans,Loigolactobacillus bifermentans,1159,1,0,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus argensis,Staphylococcus argensis,1898,3,3,1,6
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas koreensis,Comamonas koreensis,494,1,0,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus varani,Streptococcus varani,2042,24,12,9,0
Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Tessaracoccus,Tessaracoccus flavus,Tessaracoccus flavus,2098,8,8,5,0
Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus pragensis,Staphylococcus pragensis,1930,85,86,73,36
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,Limosilactobacillus fermentum,1124,1,0,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Liquorilactobacillus,Liquorilactobacillus mali,Liquorilactobacillus mali,1138,2,11,22,0
Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium camporealensis,Corynebacterium camporealensis,533,52,20,45,50
Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium singulare,Corynebacterium singulare,590,19,14,16,8
Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema phagedenis,Treponema phagedenis,2133,2,0,2,0
Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Oerskovia,Oerskovia jenensis,Oerskovia jenensis,1362,0,2,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus murinus,Ligilactobacillus murinus,1108,310,235,201,172
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus testis,Bacillus testis,242,35,0,8,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus salivarius,Ligilactobacillus salivarius,1111,50733,52501,53141,53238
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Fructilactobacillus,Fructilactobacillus sanfranciscensis,Fructilactobacillus sanfranciscensis,813,9,16,17,10
Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Dermabacteraceae,Dermabacter,Dermabacter vaginalis,Dermabacter vaginalis,664,4,2,0,0
Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,Sulfurovum riftiae,Sulfurovum riftiae,2076,4,5,0,0
Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium tissieri,Bifidobacterium tissieri,326,5,0,0,0
Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium myosotis,Bifidobacterium myosotis,302,17,7,10,0
Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium catulorum,Bifidobacterium catulorum,278,1,1,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella jogaejeotgali,Weissella jogaejeotgali,2202,2,0,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus oris,Limosilactobacillus oris,1128,1265,1129,1015,752
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Massilibacterium,Massilibacterium senegalense,Massilibacterium senegalense,1224,2,0,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus vaginalis,Limosilactobacillus vaginalis,1136,1048,966,913,724
Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Thalassobaculaceae,Thalassobaculum,Thalassobaculum fulvum,Thalassobaculum fulvum,2103,1,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Orbales,Orbaceae,Zophobihabitans,Zophobihabitans entericus,Zophobihabitans entericus,2252,3,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia savannae,Burkholderia savannae,389,1,0,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Cytobacillus,Cytobacillus solani,Cytobacillus solani,656,2,9,16,0
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Pseudalkalibacillus,Pseudalkalibacillus decolorationis,Pseudalkalibacillus decolorationis,1610,31,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter portucalensis,Citrobacter portucalensis,465,7,7,18,0
Bacteria,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria grayi,Listeria grayi,1147,7,2,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria innocua,Listeria innocua,1150,376,217,146,74
Bacteria,Bacillota,Bacilli,Bacillales,Thermoactinomycetaceae,Paludifilum,Paludifilum halophilum,Paludifilum halophilum,1400,0,2,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria welshimeri,Listeria welshimeri,1157,92,28,40,32
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Mesobacillus,Mesobacillus maritimus,Mesobacillus maritimus,1232,9,10,10,0
Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus migulae,Brevibacillus migulae,357,5,3,8,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,Kosakonia pseudosacchari,Kosakonia pseudosacchari,965,8,0,0,2
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Rouxiella,Rouxiella silvae,Rouxiella silvae,1790,2,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,Diaphorobacter nitroreducens,Diaphorobacter nitroreducens,674,3,2,4,0
Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Kurthia,Kurthia zopfii,Kurthia zopfii,969,10,0,0,0
Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium crudilactis,Corynebacterium crudilactis,536,0,3,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus nasutitermitis,Lactococcus nasutitermitis,1039,3,1,1,0
Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus schweitzeri,Staphylococcus schweitzeri,1935,676,567,443,368
Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium viridifuturi,Bradyrhizobium viridifuturi,352,2,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiodiazotropha,Candidatus Thiodiazotropha endolucinida,Candidatus Thiodiazotropha endolucinida,420,1,0,0,0
Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora craterilacus,Micromonospora craterilacus,1263,19,165,18,0
Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Leeuwenhoekiella,Leeuwenhoekiella nanhaiensis,Leeuwenhoekiella nanhaiensis,1058,0,0,913,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus gallinaceus,Streptococcus gallinaceus,1971,51,35,29,8
Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces bovis,Actinomyces bovis,77,328,369,347,362
Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Haloimpatiens,Haloimpatiens massiliensis,Haloimpatiens massiliensis,876,2,0,0,0
Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Dermabacteraceae,Dermabacter,Dermabacter jinjuensis,Dermabacter jinjuensis,663,2,0,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,Lactiplantibacillus herbarum,Lactiplantibacillus herbarum,997,27,70,28,24
Bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Murdochiella,Murdochiella massiliensis,Murdochiella massiliensis,1282,5,6,30,38
Bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus lacydonensis,Peptoniphilus lacydonensis,1536,17,23,14,0
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Peribacillus,Peribacillus cavernae,Peribacillus cavernae,1547,2,0,0,0
Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Cypionkella,Cypionkella psychrotolerans,Cypionkella psychrotolerans,651,1,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax gossypii,Variovorax gossypii,2171,359,1430,66,22
Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium adolescentis,Bifidobacterium adolescentis,259,359,338,239,202
Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve,Bifidobacterium breve,271,4572,4485,4364,3764
Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium phoceense,Corynebacterium phoceense,574,26,24,4,2
Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium cuniculi,Bifidobacterium cuniculi,283,2,0,0,0
Bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Lagierella,Lagierella massiliensis,Lagierella massiliensis,1048,60,36,4,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Mangrovibacter,Mangrovibacter phragmitis,Mangrovibacter phragmitis,1195,100,81,62,40
Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudolongum,Bifidobacterium pseudolongum,309,1,5,6,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia hospita,Paraburkholderia hospita,1466,15,0,0,0
Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,Rothia amarae,Rothia amarae,1784,101,49,50,26
Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces verrucosisporus,Streptomyces verrucosisporus,2071,4,0,0,0
Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium ammoniagenes,Corynebacterium ammoniagenes,521,2,3,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes,1152,79213,78704,79112,79396
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia piptadeniae,Paraburkholderia piptadeniae,1478,7,2,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus cerevisiae,Levilactobacillus cerevisiae,1085,2,0,0,0
Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium stationis,Corynebacterium stationis,591,5,0,0,0
Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Brevibacteriaceae,Brevibacterium,Brevibacterium paucivorans,Brevibacterium paucivorans,359,3,0,1,6
Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Streptobacillus,Streptobacillus notomytis,Streptobacillus notomytis,1946,9,4,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio hepatarius,Vibrio hepatarius,2181,0,0,1,2
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus telephonicus,Lysinibacillus telephonicus,1180,1,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,Pseudoduganella violacea,Pseudoduganella violacea,1627,2,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,Diaphorobacter ruginosibacter,Diaphorobacter ruginosibacter,675,22,21,3,0
Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium pseudotuberculosis,Corynebacterium pseudotuberculosis,581,1,0,0,0
Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium bouchesdurhonense,Corynebacterium bouchesdurhonense,531,3,2,0,0
Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Eisenbergiella,Eisenbergiella massiliensis,Eisenbergiella massiliensis,712,51,65,41,84
Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus rubinfantis,Paenibacillus rubinfantis,1391,2,0,1,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas massiliensis,Xanthomonas massiliensis,2214,0,1,0,0
