Superkingdom,Phylum,Class,Order,Family,Genus,Species,Name,ti,Healthy_stool_10_1,Healthy_stool_10_10,Healthy_stool_10_100,Healthy_stool_10_50,Healthy_stool_100_1,Healthy_stool_100_100,Healthy_stool_100_50
NA,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfomicrobiaceae,Desulfomicrobium,Desulfomicrobium baculatum,Desulfomicrobium baculatum,863,NA,5,7,11,8,5,4
NA,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfomicrobiaceae,Desulfomicrobium,Desulfomicrobium orale,Desulfomicrobium orale,864,2,5,6,1,3,5,8
NA,Thermodesulfobacteriota,Desulfomonilia,Desulfomonilales,Desulfomonilaceae,Desulfomonile,Desulfomonile tiedjei,Desulfomonile tiedjei,865,2,5,2,2,5,4,1
NA,Bacillota,Clostridia,Eubacteriales,Desulfitobacteriaceae,Desulfosporosinus,Desulfosporosinus acidiphilus,Desulfosporosinus acidiphilus,866,2,1,NA,2,1,3,3
NA,Bacillota,Clostridia,Eubacteriales,Desulfitobacteriaceae,Desulfosporosinus,Desulfosporosinus meridiei,Desulfosporosinus meridiei,867,1,1,1,3,4,3,5
NA,Bacillota,Clostridia,Eubacteriales,Desulfitobacteriaceae,Desulfosporosinus,Desulfosporosinus orientis,Desulfosporosinus orientis,868,2,1,3,NA,4,8,5
NA,Thermodesulfobacteriota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfotalea,Desulfotalea psychrophila,Desulfotalea psychrophila,869,3,NA,2,NA,6,2,NA
NA,Bacillota,Clostridia,Eubacteriales,Peptococcaceae,Desulfofarcimen,Desulfofarcimen acetoxidans,Desulfotomaculum acetoxidans,870,5,5,4,3,5,8,3
NA,Bacillota,Clostridia,Eubacteriales,Desulfallaceae,Desulfoscipio,Desulfoscipio gibsoniae,Desulfotomaculum gibsoniae,871,4,10,4,7,4,6,5
NA,Bacillota,Clostridia,Eubacteriales,Peptococcaceae,Desulfofundulus,Desulfofundulus kuznetsovii,Desulfotomaculum kuznetsovii,872,4,8,9,8,1,2,3
NA,Bacillota,Clostridia,Eubacteriales,Desulfotomaculaceae,Desulfotomaculum,Desulfotomaculum nigrificans,Desulfotomaculum nigrificans,873,1,2,1,2,6,1,2
NA,Bacillota,Clostridia,Eubacteriales,Peptococcaceae,Desulforamulus,Desulforamulus reducens,Desulfotomaculum reducens,874,2,NA,3,4,3,5,8
NA,Bacillota,Clostridia,Eubacteriales,Peptococcaceae,Desulforamulus,Desulforamulus ruminis,Desulfotomaculum ruminis,875,2,7,4,5,6,3,8
NA,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,g_Desulfovibrio,Desulfovibrio,876,NA,1,NA,1,NA,1,NA
NA,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Pseudodesulfovibrio,Pseudodesulfovibrio aespoeensis,Desulfovibrio aespoeensis,877,6,9,2,6,3,7,6
NA,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfocurvibacter,Desulfocurvibacter africanus,Desulfovibrio africanus,878,5,8,3,7,4,5,4
NA,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Oleidesulfovibrio,Oleidesulfovibrio alaskensis,Desulfovibrio alaskensis,879,6,11,7,11,5,8,4
NA,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio desulfuricans,Desulfovibrio desulfuricans,880,5,9,5,19,7,35,14
NA,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio fairfieldensis,Desulfovibrio fairfieldensis,881,8,3,4,6,9,55,17
NA,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Solidesulfovibrio,Solidesulfovibrio magneticus,Desulfovibrio magneticus,882,9,14,6,12,4,12,2
NA,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Maridesulfovibrio,Maridesulfovibrio salexigens,Desulfovibrio salexigens,883,2,3,7,13,4,2,3
NA,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Pseudodesulfovibrio,Pseudodesulfovibrio indicus,Desulfovibrio sp. J2,884,7,8,11,3,6,6,7
NA,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Nitratidesulfovibrio,Nitratidesulfovibrio vulgaris,Desulfovibrio vulgaris,885,15,17,15,23,9,54,18
NA,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,f_Desulfovibrionaceae,f_Desulfovibrionaceae,Desulfovibrionaceae,886,NA,1,NA,1,NA,NA,NA
NA,Campylobacterota,Desulfurellia,Desulfurellales,Desulfurellaceae,Desulfurella,Desulfurella acetivorans,Desulfurella acetivorans,887,1,1,1,NA,3,5,NA
NA,Chrysiogenota,Chrysiogenia,Chrysiogenales,Chrysiogenaceae,Desulfurispirillum,Desulfurispirillum indicum,Desulfurispirillum indicum,888,3,7,7,12,4,5,4
NA,Thermodesulfobacteriota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,Desulfurivibrio,g_Desulfurivibrio,Desulfurivibrio,889,NA,1,NA,NA,NA,NA,NA
NA,Thermodesulfobacteriota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,Desulfurivibrio,Desulfurivibrio alkaliphilus,Desulfurivibrio alkaliphilus,890,2,5,11,10,2,5,4
NA,Aquificota,Aquificia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,Desulfurobacterium thermolithotrophum,Desulfurobacterium thermolithotrophum,891,4,4,2,5,2,4,1
NA,Thermoproteota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Desulfurococcus,Desulfurococcus amylolyticus,Desulfurococcus kamchatkensis,892,1,NA,NA,NA,NA,NA,NA
NA,Thermoproteota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Desulfurococcus,Desulfurococcus mucosus,Desulfurococcus mucosus,893,NA,NA,NA,NA,NA,NA,1
NA,Thermodesulfobacteriota,Desulfuromonadia,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas,g_Desulfuromonas,Desulfuromonas,894,NA,NA,2,1,NA,1,NA
NA,Thermodesulfobacteriota,Desulfuromonadia,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas,Desulfuromonas soudanensis,Desulfuromonas soudanensis,895,6,9,8,3,3,1,4
NA,Thermodesulfobacteriota,Desulfuromonadia,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas,Desulfuromonas sp. DDH964,Desulfuromonas sp. DDH964,896,8,6,5,7,5,4,4
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Devosia,g_Devosia,Devosia,897,NA,NA,NA,1,NA,NA,NA
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Devosia,Devosia sp. A16,Devosia sp. A16,898,6,8,1,7,3,2,8
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Devosia,Devosia sp. H5989,Devosia sp. H5989,899,3,5,12,10,2,6,5
NA,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister pneumosintes,Dialister pneumosintes,900,2,NA,2,NA,1,9,3
NA,Unknown,Naldaviricetes,Lefavirales,Baculoviridae,Betabaculovirus,Betabaculovirus disaccharalis,Diatraea saccharalis granulovirus,901,NA,NA,NA,NA,2,NA,NA
NA,Pseudomonadota,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Dichelobacter,Dichelobacter nodosus,Dichelobacter nodosus,902,NA,NA,NA,2,1,NA,1
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya dadantii,Dickeya dadantii,903,3,3,4,4,2,3,1
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya solani,Dickeya solani,904,1,4,8,6,2,4,3
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya zeae,Dickeya zeae,905,3,10,6,6,7,8,3
NA,Dictyoglomota,Dictyoglomia,Dictyoglomales,Dictyoglomaceae,Dictyoglomus,Dictyoglomus thermophilum,Dictyoglomus thermophilum,906,2,NA,1,2,4,3,1
NA,Dictyoglomota,Dictyoglomia,Dictyoglomales,Dictyoglomaceae,Dictyoglomus,Dictyoglomus turgidum,Dictyoglomus turgidum,907,NA,NA,NA,1,3,3,NA
NA,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Dinoroseobacter,Dinoroseobacter shibae,Dinoroseobacter shibae,908,2,2,2,3,2,NA,2
NA,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Dokdonella,Dokdonella koreensis,Dokdonella koreensis,909,4,5,6,5,2,4,7
NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Dokdonia,Dokdonia donghaensis,Dokdonia donghaensis,910,3,1,NA,3,9,2,NA
NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Dokdonia,Dokdonia sp. 4H-3-7-5,Dokdonia sp. 4H-3-7-5,911,4,2,1,NA,9,2,3
NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Dokdonia,Dokdonia sp. MED134,Dokdonia sp. MED134,912,1,NA,NA,3,5,NA,NA
NA,Bacteroidota,Bacteroidia,Marinilabiliales,Prolixibacteraceae,Draconibacterium,Draconibacterium orientale,Draconibacterium orientale,913,17,16,13,17,23,19,8
NA,Bacteroidota,Cytophagia,Cytophagales,Spirosomataceae,Dyadobacter,Dyadobacter fermentans,Dyadobacter fermentans,914,6,11,5,11,13,8,9
NA,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Dyella,g_Dyella,Dyella,915,NA,NA,1,NA,NA,NA,NA
NA,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Dyella,Dyella japonica,Dyella japonica,916,11,5,8,6,7,4,2
NA,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Dyella,Dyella jiangningensis,Dyella jiangningensis,917,12,5,6,2,6,2,5
NA,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Dyella,Dyella thiooxydans,Dyella thiooxydans,918,9,6,11,4,NA,1,6
NA,Bacteroidota,Cytophagia,Cytophagales,Cyclobacteriaceae,Echinicola,Echinicola vietnamensis,Echinicola vietnamensis,919,13,7,11,9,16,6,6
NA,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Ectothiorhodospira,g_Ectothiorhodospira,Ectothiorhodospira,920,NA,1,NA,NA,NA,NA,NA
NA,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Ectothiorhodospira,Ectothiorhodospira sp. BSL-9,Ectothiorhodospira sp. BSL-9,921,6,7,1,10,1,1,9
NA,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,f_Ectothiorhodospiraceae,f_Ectothiorhodospiraceae,Ectothiorhodospiraceae,922,NA,1,NA,1,NA,NA,NA
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella,g_Edwardsiella,Edwardsiella,923,NA,NA,NA,NA,NA,NA,1
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella,Edwardsiella anguillarum,Edwardsiella anguillarum,924,3,1,6,10,NA,4,3
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella,Edwardsiella hoshinae,Edwardsiella hoshinae,925,3,4,2,5,3,3,3
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella,Edwardsiella ictaluri,Edwardsiella ictaluri,926,3,NA,4,8,1,2,NA
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella,Edwardsiella piscicida,Edwardsiella piscicida,927,2,1,2,6,NA,1,2
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella,Edwardsiella sp. EA181011,Edwardsiella sp. EA181011,928,NA,4,7,5,2,1,1
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella,Edwardsiella tarda,Edwardsiella tarda,929,7,5,5,11,5,3,5
NA,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,g_Eggerthella,Eggerthella,930,NA,NA,NA,1,NA,NA,NA
NA,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,Eggerthella lenta,931,21,47,65,38,81,1229,259
NA,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella sp. YY7918,Eggerthella sp. YY7918,932,5,20,29,17,12,68,36
NA,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,Ehrlichia canis,Ehrlichia canis,933,NA,NA,1,NA,NA,NA,NA
NA,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,Ehrlichia chaffeensis,Ehrlichia chaffeensis,934,3,NA,NA,NA,NA,NA,NA
NA,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,Ehrlichia muris,Ehrlichia muris,935,NA,1,NA,1,1,NA,NA
NA,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,Ehrlichia ruminantium,Ehrlichia ruminantium,936,NA,NA,NA,1,2,NA,NA
NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia anophelis,Elizabethkingia anophelis,937,14,6,6,6,5,4,8
NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia miricola,Elizabethkingia miricola,938,11,2,5,3,12,11,10
NA,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,Elusimicrobium,Elusimicrobium minutum,Elusimicrobium minutum,939,3,5,NA,1,6,NA,4
NA,Bacteroidota,Cytophagia,Cytophagales,Leadbetterellaceae,Emticicia,Emticicia oligotrophica,Emticicia oligotrophica,940,16,8,4,10,7,3,1
NA,Elusimicrobiota,Endomicrobiia,Endomicrobiales,Endomicrobiaceae,Endomicrobium,Endomicrobium proavitum,Endomicrobium proavitum,941,NA,NA,2,1,NA,NA,NA
NA,Pseudomonadota,Alphaproteobacteria,Holosporales,Holosporaceae,f_Holosporaceae,endosymbiont of Acanthamoeba sp. UWC8,endosymbiont of Acanthamoeba sp. UWC8,942,2,NA,NA,1,3,4,NA
NA,Pseudomonadota,Gammaproteobacteria,c_Gammaproteobacteria,c_Gammaproteobacteria,c_Gammaproteobacteria,endosymbiont of unidentified scaly snail isolate Monju,endosymbiont of unidentified scaly snail isolate Monju,943,4,6,6,7,3,3,5
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Ensifer,Ensifer adhaerens,Ensifer adhaerens,944,4,5,3,11,3,4,6
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,g_Enterobacter,Enterobacter,945,1,2,1,NA,1,NA,1
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae,Enterobacter asburiae,946,16,13,6,9,7,9,15
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae,Enterobacter cloacae,947,26,25,8,9,18,24,25
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter hormaechei,Enterobacter cloacae complex 'Hoffmann cluster III',948,6,6,NA,4,6,2,3
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter roggenkampii,Enterobacter cloacae complex 'Hoffmann cluster IV',949,NA,6,4,6,3,2,4
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter roggenkampii,Enterobacter cloacae complex sp. 35734,950,6,7,5,6,8,3,3
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter hormaechei,Enterobacter hormaechei,951,12,9,3,10,9,8,5
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter kobei,Enterobacter kobei,952,2,3,2,NA,4,2,3
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pluralibacter,Enterobacter lignolyticus,Enterobacter lignolyticus,953,3,5,5,8,4,5,3
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter ludwigii,Enterobacter ludwigii,954,4,7,2,1,1,4,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,Straboviridae,Karamvirus,Karamvirus cc31,Enterobacter phage CC31,955,NA,NA,2,NA,NA,NA,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Enterobacter phage phiEap-2,Enterobacter phage phiEap-2,956,NA,1,NA,NA,NA,NA,NA
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter sp. 638,Enterobacter sp. 638,957,3,1,3,5,6,4,1
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter sp. E20,Enterobacter sp. E20,958,7,5,2,2,3,2,3
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter sp. FY-07,Enterobacter sp. FY-07,959,2,1,3,5,5,1,NA
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter sp. HK169,Enterobacter sp. HK169,960,6,5,2,4,2,2,4
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter sp. ODB01,Enterobacter sp. ODB01,961,3,3,1,2,3,2,5
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter sp. R4-368,Enterobacter sp. R4-368,962,4,2,4,3,6,4,6
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter hormaechei,Enterobacter xiangfangensis,963,7,1,1,11,3,5,3
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Traversvirus,Traversvirus tv933W,Enterobacteria phage 933W,964,NA,NA,NA,NA,2,2,1
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Marienburgvirus,Marienburgvirus BP4795,Enterobacteria phage BP-4795,965,NA,NA,NA,NA,1,NA,1
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Enterobacteria phage cdtI,Enterobacteria phage cdtI,966,NA,NA,NA,NA,NA,NA,1
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Traversvirus,Traversvirus min27,Enterobacteria phage Min27,967,NA,NA,NA,NA,1,2,1
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Kuravirus,Kuravirus NJ01,Enterobacteria phage NJ01,968,NA,NA,NA,NA,NA,1,NA
NA,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Alphatrevirus,Alphatrevirus phiK,Enterobacteria phage phiK,969,NA,NA,NA,NA,NA,1,1
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,Straboviridae,Pseudotevenvirus,Pseudotevenvirus RB16,Enterobacteria phage RB16,970,NA,NA,NA,NA,1,NA,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,Straboviridae,Pseudotevenvirus,Pseudotevenvirus RB43,Enterobacteria phage RB43,971,NA,NA,NA,NA,1,NA,NA
NA,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Alphatrevirus,Alphatrevirus St1,Enterobacteria phage St-1,972,NA,NA,NA,NA,NA,1,1
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Traversvirus,Traversvirus II,Enterobacteria phage VT2-Sakai,973,NA,NA,NA,NA,1,1,1
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Oslovirus,Oslovirus PA2,Enterobacteria phage VT2phi_272,974,NA,NA,NA,NA,2,1,1
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Pankowvirus,Pankowvirus YYZ2008,Enterobacteria phage YYZ-2008,975,NA,NA,NA,NA,NA,NA,2
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,f_Enterobacteriaceae,f_Enterobacteriaceae,Enterobacteriaceae,976,NA,NA,2,NA,NA,1,NA
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,f_Enterobacteriaceae,Enterobacteriaceae bacterium strain FGI 57,Enterobacteriaceae bacterium strain FGI 57,977,7,3,5,8,2,1,1
NA,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus casseliflavus,Enterococcus casseliflavus,978,3,3,1,1,2,4,2
NA,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus durans,Enterococcus durans,979,NA,NA,NA,NA,3,15,5
NA,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,Enterococcus faecalis,980,7,7,12,8,7,34,14
NA,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,Enterococcus faecium,981,16,19,23,34,56,801,193
NA,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus gallinarum,Enterococcus gallinarum,982,3,1,NA,NA,4,7,3
NA,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus hirae,Enterococcus hirae,983,NA,4,NA,3,2,12,4
NA,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus mundtii,Enterococcus mundtii,984,1,2,NA,2,4,8,10
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Phifelvirus,Phifelvirus FL1,Enterococcus phage phiFL1A,985,NA,NA,NA,NA,1,NA,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Phifelvirus,Phifelvirus FL2,Enterococcus phage phiFL2A,986,NA,NA,NA,NA,1,NA,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Phifelvirus,Phifelvirus FL3,Enterococcus phage phiFL3A,987,NA,NA,NA,NA,1,NA,NA
NA,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Percavirus,Percavirus equidgamma5,Equid herpesvirus 5,988,NA,NA,NA,NA,NA,1,NA
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,g_Erwinia,Erwinia,989,NA,1,NA,NA,NA,NA,NA
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia amylovora,Erwinia amylovora,990,3,2,2,1,1,NA,2
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia billingiae,Erwinia billingiae,991,11,11,3,5,8,6,6
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Duffyella,Duffyella gerundensis,Erwinia gerundensis,992,4,4,6,6,9,2,2
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Erskinevirus,Erskinevirus EaH2,Erwinia phage phiEaH2,993,NA,NA,NA,NA,NA,1,NA
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia pyrifoliae,Erwinia pyrifoliae,994,2,1,1,1,5,NA,6
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia sp. Ejp617,Erwinia sp. Ejp617,995,2,1,NA,2,6,NA,2
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia tasmaniensis,Erwinia tasmaniensis,996,3,1,4,1,4,6,5
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,f_Erwiniaceae,f_Erwiniaceae,Erwiniaceae,997,NA,1,NA,NA,NA,NA,NA
NA,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,Erysipelothrix rhusiopathiae,Erysipelothrix rhusiopathiae,998,2,1,1,NA,1,8,6
NA,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,Erysipelothrix larvae,Erysipelothrix sp. LV19,999,NA,1,NA,NA,1,9,4
NA,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,f_Erysipelotrichaceae,Erysipelotrichaceae bacterium I46,Erysipelotrichaceae bacterium I46,1000,11,8,4,14,48,73,58
NA,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Aurantiacibacter,Aurantiacibacter atlanticus,Erythrobacter atlanticus,1001,4,4,NA,3,NA,1,NA
NA,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter litoralis,Erythrobacter litoralis,1002,6,6,10,11,6,2,8
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia albertii,Escherichia albertii,1003,NA,3,2,2,3,3,8
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli,1004,18,16,12,16,1402,1598,2231
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,Escherichia fergusonii,1005,5,10,3,9,15,2,7
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Asteriusvirus,Asteriusvirus av121Q,Escherichia phage 121Q,1006,NA,NA,NA,NA,NA,1,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Kuravirus,Kuravirus kv1721,Escherichia phage 172-1,1007,NA,NA,NA,NA,NA,1,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Suseptimavirus,Suseptimavirus ECBP2,Escherichia phage ECBP2,1008,NA,NA,NA,NA,NA,1,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Nieuwekanaalvirus,Nieuwekanaalvirus KBNP1711,Escherichia phage KBNP1711,1009,NA,NA,NA,NA,NA,1,NA
